character,jp_dialogue,en_dialogue,route,act,game
"Ichirin
","素晴らしいわ
今の世にもこんな人間が居たなんて
","How splendid.
I can't believe there are humans like that in this world, too ...
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","秘宝……？
もしかしてＰとか点とか書いてあった
札の事ですかね

","Secret treasure ... ?
Are you talking about those charms with
""P"" and ""point"" written on them?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Ichirin
","集めた飛宝を持ったまま
中にお入りくださいませ
それで、姐さんが復活するのです

","Please, go on inside
with the flying treasure you've found.
That will bring about my sister's resurrection.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","あれ？
入って良いの？
入っちゃおっと

","Huh?
Can I go inside?
Well, here I go, then.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
聖輦と不吉な船長

","
The Unfortunate Captain of the Holy Palanquin

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","聖輦船内部
","Inside the Palanquin Ship
",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","BGM: 幽霊客船の時空を越えた旅
","BGM: Interdimensional Voyage of a Ghostly Passenger Ship
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","これは一体……？
空を飛ぶ船だからもっとメカメカしい内装を
想像していたのですが……
何か古くさい廃屋みたいね
もっと準備して本格的に調査を開始しないと
駄目そうだわ

","What is this place ... ?
I thought the insides of a flying ship
would be more mechanical, but ...
It's all old-fashioned, like a deserted house.
I'd better get serious and do a full-blown investigation
or I won't get anywhere.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
Minamitsu Murasa ENTERS

",,Sanae_B,Scenario,Undefined_Fantastic_Object
"
","BGM: キャプテン・ムラサ
","BGM: Captain Murasa
",Sanae_B,Scenario,Undefined_Fantastic_Object
"???
","誰か居るの？
","Is someone there?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","わ！　びっくりした
","Woah!  You scared me!
",Sanae_B,Scenario,Undefined_Fantastic_Object
"???
","あら、人間？
しかも飛宝を持ってきてくれたなんて
","Oh, a human?
And to think she's brought the flying treasure ...
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","秘宝？
さっきの妖怪もそんな事言ってたわね
それって何なのですか？

","Flying treasure?
The youkai before was talking about that, too.
What is it, anyway?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"???
","封印された聖を復活させる為の宝物です
ネズミに探させていたのですが……
一体何処で何をしているのやら

","It's treasure that we need to resurrect Hijiri.
We had the mouse out searching for it, but ...
What's she off getting into, anyway?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","ネズミ……何処かで見たような……
あ、人間を食べようとしたあの妖怪？
あー、人間を馬鹿にして腹立つ奴だったわねー

","Mouse ... I think I've seen one recently ...
Oh, that youkai who was talking about eating people?
Hmm, it got on my nerves how she was making fun of humans.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","水難事故の念縛霊
村紗 水蜜

","The Ghost Left from the Shipwreck
Minamitsu Murasa

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","あ、申し遅れました
私は村紗、この聖輦船の船長です
貴方の持ってきた飛宝は歓迎しますが
この世界に未練ある人間の乗船は
お断りしています

","Oh, where are my manners?
I'm Murasa, the captain of this holy palanquin.
I'm glad you brought us the flying treasures ...
But I'd rather not have a human that's still
attached to this world onboard.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","え？　私はただ調査に来ただけですが
","Hm?  I just came to do some investigation.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","その飛宝を置いてさっさと下船するよう
お願いします
","Please,
leave the treasures here and disembark immediately.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","もしかして、また人間が馬鹿にされている
というのかしら？
これはいけないわ！
霊夢さん達がチャランポランやってるから
舐められるんだわ！

","Hm, are you also
trying to make fun of humans?
I won't let you do that!
You all won't take me seriously because Reimu and her friends
are off somewhere goofing around!

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","もしかして……
下船する気は無いとでも言うのでしょうか？

","Does this mean ...
You have no intention of leaving?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","貴方を倒して人間の尊厳を取り戻すわ！
","I'll beat you and restore our human dignity!
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","それは丁度良かったです
私も、その飛宝を奪う為に戦うつもりでしたから

","Well, then, that's fine.
I was going to fight you to take the treasures by force, anyway.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
Minamitsu Murasa DEFEATED

",,Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","強い……
貴方は一体何者？
","You're strong ...
Who are you, anyway?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","私は東風谷早苗
人であり神である現人神です！
妖怪には負けませんよ

","I'm Sanae Kochiya,
a human who's also a living god!
I won't lose to any youkai!

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","そう……神様でしたか
では強いのも理解できます
下船しろだなんて……
騙して申し訳ございませんでした

","I see ... so you're a god.
I can see why you're so strong, then.
Well ... please excuse me
for deceiving you with my talk of disembarking.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","へ？
","Huh?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","本当は、飛宝を持って逃げられないように
挑発して時間稼ぎをしていただけなのです
","I was really just trying to buy time by provoking you
into fighting so you wouldn't leave with the treasure.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","あ、そう？
","Oh, really?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Murasa
","もうすぐ、目的地に着きますよ
無事に飛宝を持ったままね
この船はもう戻れない
さあ、貴方も魔の地の住人よ

","We'll arrive at our destination soon
safely carrying the treasure.
This ship won't be going back.
It looks like you're a citizen of the demons' land now, too.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
魔界の赤黒い封印

","
The Red and Black Seal of the Underworld

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","魔界（法界上空）
","Makai (above Hokkai)
",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","BGM: 魔界地方都市エソテリア
","BGM: Provincial Makai City Esoteria
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Nazrin
","おや？
君も魔界まで来たのかい？
","Hmm?
So you came to Makai, too?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","あ、ネズミだわー！
船長が探していたわよ？
何処ほっつき歩いているのかって

","Oh, it's the mouse!
The captain was looking for you, you know?
Saying, ""where's she wandering off to now?"" ...

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Nazrin
","え？　そう？　実は船長達に内緒で
別の探し物を頼まれてたんだ
探し物は、君が偶然手に入れた飛宝と
もう一つは、この毘沙門天の宝塔
古道具屋で眠っていたのを、やっと見つけたよ
随分と吹っ掛けられたがね

","Oh?  Really?  Actually, I've had to look
for something else - it's a secret to the captain.
I was looking for the flying treasure you happened to find,
but also for this jeweled pagoda of Bishamonten.
I finally found it in a second-hand goods shop.
It cost me an arm and a leg, though.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","ふーん
あ、思い出した
貴方、人間を食べるとか言ってたわね
ここで成敗してくれるわ！

","Hmm ...
Oh, now I remember.
You were talking about eating people before.
It's payback time now!

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Nazrin
","面白い人間だ。この宝塔はご主人様の物だが
どの位の光が出るのか試してみよう！
","You're pretty funny.  This pagoda is really my master's,
but let's see how much light it can shine!
",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
Nazrin DEFEATED

",,Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","こんな世界があるのですね……
船が何処を通ってきたのか判らないけど
何か、不穏な感じがする場所ね
ここはもしかして、魔物の棲む世界……？

","It's hard to believe there's a world like this ...
I couldn't tell where we were going in the ship;
this place seems pretty unstable, though.
Is this the world where demons live ... ?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
Shou Toramaru ENTERS

",,Sanae_B,Scenario,Undefined_Fantastic_Object
"???
","そうです
ここは魔界です
","Yes.
This is Makai.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","え？　魔界？
","Huh?  Makai?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"???
","魔界は、その妖気の酷さから殆どの
生き物が住むのに適さない世界です
しかし、一部の妖怪はここで修行し、人間は
魔法を覚える事が出来るのです

","The horrible, unearthly nature of Makai makes it
an unsuitable place for most living creatures.
However, some of the youkai train here,
and humans could learn magic here.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","貴方は一体？
","Just who are you?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","毘沙門天の弟子
寅丸 星

","The Disciple of Bishamonten
Shou Toramaru

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Shou
","私は毘沙門天の代理
聖の信仰を一身に受けていた者です
ナズーリンが持ってきたこの宝塔と
貴方の持ってきた飛倉の破片が揃えば
ここの封印を解く事が出来ます
聖への恩を返す事が出来るのです

","I am the representative of Bishamonten,
and a devotee of Hijiri's creed.
Now that we have the jeweled pagoda Nazrin brought,
as well as the fragments of the Flying Granary you possess,
We can break the seal here.
We can repay our debt of gratitude to Hijiri.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","聖ってのは誰なの？
","Who is Hijiri?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Shou
","聖は聖ですよ
私の知る限り、最も慈悲の心を持ち
最も秀でた人間でした
聖は魔界の力に手を出したが為に、愚かな
人間達によって封印されてしまったのです
さあ、私と一緒に封印を解きましょう

","Hijiri is a holy person.
As far as I know, she is the most exemplary human
with the most compassionate heart.
Because Hijiri sought the power of Makai,
some foolish humans sealed her away.
Now, come, let us break the seal together.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","むむ、このままなし崩し的に封印を解く事に
なるのかしら？
……
ちょっと気になるわね〜
その聖って人がどんな人か
でも、その前に……
貴方が信用出来る妖怪とは限らないわ
封印を解くのは私がやるわ
その宝塔とやらも、私が奪ってやる！

","Mmm, it looks like this is just going to
turn into me breaking the seal?


... ...
I'm a little worried about that~
What kind of person is this Hijiri?
But, before that ...
I'm not sure you're such a devoted youkai.
I'll be the one to break that seal.
And I'll take that jeweled pagoda or whatever!

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","BGM: 虎柄の毘沙門天
","BGM: The Tiger-Patterned Bishamonten
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Shou
","そうですか、封印が解ければそれでも
良いでしょう
ただ、もし貴方に邪心があるのであれば
魔界に有りてなお輝き続けるこの法の光――
この毘沙門天の宝塔の前に
ひれ伏す事になるでしょう！

","Will you?
It would be wonderful if you broke the seal.
However, if your heart is wicked ...
Then you'll have to bear witness to the light of dharma which is even brighter here in Makai --
And bow down
before this pagoda of Bishamonten!

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
Shou Toramaru DEFEATED

",,Sanae_B,Scenario,Undefined_Fantastic_Object
"Shou
","負けた……
貴方は間違っていない
","I lost ...
What you're doing is not wrong.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","よし！
貴方の宝塔を貸して！
","Great!
Now, lend me that pagoda!
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Shou
","一時的にですよ？
持っていったりしないでくださいよ？
","Just for a while, okay?
Don't run off with it, okay?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","これとこれでこうやって……
……
って、どうやって封印解けばいいの？

","Okay, there, and now I'll just ...
... ...
Um, how am I supposed to break the seal?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Shou
","そこはですね〜
ここをこう捻るのです
","Look, like this~
You have to twist this like that.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","わ、封印が消えていく……
","Wow, the seal's disappearing ... ...
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Shou
","ああ、数百年ぶりに法界に風が吹くわ！
","Ah, the wind is blowing into Hokkai for the first time in hundreds of years!
",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
八苦を滅した尼公

","
The Nun Who Overcame the Eight Sufferings

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","法界
","Hokkai
",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","BGM: 法界の火
","BGM: The Fire of Hokkai
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","結局封印解いちゃった
まあ調査目的だから良いわよね
ここに封印されていた者をつぶさに調査して
帰れば諏訪子様も喜んでくれる筈

","Well, the seal's broken now.
I guess it's okay, since it's all investigative.
If I investigate the person who was sealed here really carefully,
Lady Suwako should be happy when I get back.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","
Byakuren Hijiri ENTERS

",,Sanae_B,Scenario,Undefined_Fantastic_Object
"???
","ああ、法の世界に光が満ちる
貴方がこの世界を解放してくれたの？

","O, the world of dharma is filled with light.
Are you the one who liberated this world?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","あ、もしかして貴方がここに
封印されていたという？
","Oh, are you the person
who was sealed away in here?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"???
","ええそうです
","Yes, I am.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","貴方は一体何者なの？
","Just who are you?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","封印された大魔法使い
聖　白蓮

","The Great Sealed Magician
Byakuren Hijiri

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","私の名は白蓮
遠い昔の僧侶です
貴方は見たところ巫女の様ね？

","My name is Byakuren.
I was a Buddhist monk a long, long time ago.
You seem to be a shrine maiden, am I right?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","ええ、そうです
実は巫女でもあり神様でもあります
","Yes, I am.
Actually, I'm also a god, too.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","神様……？
神様が何故、こんな魔界の奥に？
","A god ... ?
What would a god be doing in the depths of Makai?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","空を飛ぶ船を調べていたら、気が付いたら
こんな処にいたのです
","I was investigating a ship flying through the sky,
and before I knew it, here I was.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","はあ、こんな処って
ここの封印をどうやって解いたのです？
ここの封印は特別な物でした
私の弟、命蓮が残した唯一の宝の力で
封印されたのです
その宝も地中に埋められ、もう手も足も
出せなかった
貴方はどうやって封印を解いたの？

","Hmm, I see ...
How did you break the seal here?
This seal was a very special seal.
It was sealed with the only piece of treasure
left by my brother, Myouren.
With that treasure buried underground,
I've been completely trapped.
Just how did you break the seal?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","いやまあ、ちょっとした成り行きで
","Well, you know, this and that happened, and ...
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","ただ者じゃないわね、貴方
","You must be someone remarkable.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","勿論、神様ですから
それで妖怪達が貴方を復活させようと
していたのですが、それは何故ですか？

","Of course, I'm a god.
I understand the youkai were all trying to revive you,
but why?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","妖怪ですか……もしかして虎だったり
船幽霊だったり、入道だったりしました？
","The youkai ... were there perhaps
a tiger, a Ship Phantom, and a Nyuudo?
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","んー多分
","Mmm, that's about right.
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","そうですか……あの方達はまだ私を
慕ってくれていたのですね
もう、千年以上も力になってあげられ
なかったというのに

","I see ... so they all
still miss me ...
Even though I haven't been able to do anything for them
for over a thousand years ...

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","妖怪の力に？
貴方は妖怪の味方なの？

","Help them?
Are you a friend of the youkai?

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","味方……と言えば味方ですが
人間の味方でもあります
私が目指すのは人間と妖怪の平等な世界
神様の貴方には判らないかも知れないですが
虐げられてきた妖怪の復権を望んでいるのです

","A friend ... yes, I suppose I am,
but I'm also a friend to humans.
I want to create a world where humans and youkai live as equals.
I don't know if a god like you could understand,
but I want to see the oppressed youkai regain their status.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","平等？　虐げられてきた？
どちらかというと、人間の方が
虐げられてきたわ！
私は人間の復権を望みます！

","Equals?  Oppressed?
Whichever way you look at it,
humans are the ones being oppressed!
I want to see humans regain their status!

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","BGM: 感情の摩天楼　~ Cosmic Mind
","BGM: Emotional Skyscraper ~ Cosmic Mind
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","そうですか、現人神と意見が合わず残念です
ただ、私は妖怪と神の区別をしていない

","I see, it's too bad a living god couldn't see it my way.
However, I don't distinguish between youkai and gods.

",Sanae_B,Scenario,Undefined_Fantastic_Object
"Sanae
","健全な神様は妖怪を退治するのです！
","The wholesome gods hunt the wicked youkai!
",Sanae_B,Scenario,Undefined_Fantastic_Object
"Byakuren
","私が寺にいた頃と人間は変わっていないな
誠に独善で、土豪劣紳であるッ！
いざ、南無三――！

","Humans haven't changed since my days in the temple.
How self-righteous. You're just a petty tyrant!

Now, in the name of the Three Treasures-- !

",Sanae_B,Scenario,Undefined_Fantastic_Object
"
","The Hakurei Shrine.
",,Marisa,Endings,Th12
"
","It's a shrine on the eastern edge of Gensokyo.
",,Marisa,Endings,Th12
"
","There was little snow left on the shrine grounds, casting shade by the trees.
",,Marisa,Endings,Th12
"
","The cherry blossoms would probably be out soon.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""Maaakaiiii, la la laaaa~""
",,Marisa,Endings,Th12
"
Reimu　

","""Well, you're in a good mood.""
",,Marisa,Endings,Th12
"
Marisa　

","""Yeah, something good happened.""
",,Marisa,Endings,Th12
"
Reimu　

","""Was it that treasure ship?
You were saying you were gonna sneak on board.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""Ah, it wasn't a treasure ship.""
",,Marisa,Endings,Th12
"
Reimu　

","""I knew it.""
",,Marisa,Endings,Th12
"
Marisa　

","""That ship was headed for Makai.
",,Marisa,Endings,Th12
"
 　

","They were flying off to save their friend there.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Reimu　

","""In Makai?
",,Marisa,Endings,Th12
"
 　

","Why are you in such a good mood, then?""
",,Marisa,Endings,Th12
"
Marisa　

","""I rode along with them all the way to Makai,
so I found a lot of neat stuff.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""This is a magic stone, and this is a Makai mushroom.
I even got some Makai rice crackers at a souvenir stand.""
",,Marisa,Endings,Th12
"
Reimu　

","""Hm, Makai. I don't think I'd want to go there.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""They let me ride back on that ship, and they even said
they'll take me to Makai again any time I want to go.
",,Marisa,Endings,Th12
"
 　

","I'll be able to get all kinds of rare stuff now!""
",,Marisa,Endings,Th12
"
Reimu　

","""Hmmm.
",,Marisa,Endings,Th12
"
 　

","So it was a Makai cruise ship, not a treasure ship.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Reimu　

","""But, if that ship can go back and forth to Makai so easily,
",,Marisa,Endings,Th12
"
 　

","why would they let you ride with them?""
",,Marisa,Endings,Th12
"
Marisa　

",""" 'cuz we had a fight, and I won.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Reimu　

","""I knew it.
",,Marisa,Endings,Th12
"
 　

","I just knew you'd end up fighting someone on that ship.""
",,Marisa,Endings,Th12
"
Marisa　

","""She was the captain, actually.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Marisa asked Byakuren to let her continue to go freely
between Gensokyo and Makai.
",,Marisa,Endings,Th12
"
","Byakuren liked Marisa's direct personality, so she asked Murasa
to let her go wherever she pleased.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","As a fellow magician, Byakuren told Marisa to come see her if
she ever had any trouble.
",,Marisa,Endings,Th12
"
","""Of course - I broke your seal, after all,"" Marisa said,
and resolved to make as much of Byakuren's offer as possible.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","But there was still the question of the UFOs she'd used to break the seal.
",,Marisa,Endings,Th12
"
","Byakuren wasn't any help figuring out why they looked that way.
",,Marisa,Endings,Th12
"
","Marisa thought there was still some mystery to be solved.
",,Marisa,Endings,Th12
"
","<c$Ending No.03 — Makai tours: Reasonable prices!$>
",,Marisa,Endings,Th12
"
","<c$Congratulations, all clear! Just as I'd expected!$>
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Marisa's house.
",,Marisa,Endings,Th12
"
","A gloomy, musty place stacked high with various items.
",,Marisa,Endings,Th12
"
","Many items of unknown origin and purpose lay sleeping here,
including many useless things even Marisa wouldn't touch.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""What the heck?
",,Marisa,Endings,Th12
"
 　

","It was flying earlier, but now it won't move at all.""
",,Marisa,Endings,Th12
"
Marisa　

","""What'd they call it... the Flying Storehouse?
",,Marisa,Endings,Th12
"
 　

","A part of a storehouse that flew through the sky...
",,Marisa,Endings,Th12
"
 　

","I wonder if I can make it fly again somehow?""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""Mm?
",,Marisa,Endings,Th12
"
 　

","The top of the UFO is opening?
",,Marisa,Endings,Th12
"
 　

","Is there something inside?""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""Huh? Is this a li'l snake toy...?
",,Marisa,Endings,Th12
"
 　

","What's this doing in there?
",,Marisa,Endings,Th12
"
 　

","Hm, doesn't look alive...""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""What a creepy piece of treasure.
",,Marisa,Endings,Th12
"
 　

","Whatever, it looks kind of valuable.
",,Marisa,Endings,Th12
"
 　

","Hopefully Reimu will exorcise it if it's cursed.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Marisa took the snake toy out of the UFO and stared in shock.
",,Marisa,Endings,Th12
"
","The flying, UFO-shaped treasure had turned into a simple piece
of wood in the blink of an eye.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Marisa looked speechlessly at the magical object before her.
She was quite impressed.
",,Marisa,Endings,Th12
"
","This was certainly some very powerful item.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Putting the snake back inside restored its UFO-like appearance.
",,Marisa,Endings,Th12
"
","Marisa was absolutely sure that this was some sort of treasure.
",,Marisa,Endings,Th12
"
","However, one doubt remained with her.
",,Marisa,Endings,Th12
"
","She didn't know whether the wood or the snake was the treasure.
",,Marisa,Endings,Th12
"
","Marisa's intuition told her it was the wood fragment.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Those youkai had called it part of the Flying Storehouse, after all.
",,Marisa,Endings,Th12
"
","The wood fragment seemed more like a piece of a storehouse.
",,Marisa,Endings,Th12
"
","She tried various ways to make the wood fragment change its shape,
but in the end it only reacted to the snake.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","As soon as she gave up trying to make it change, she noticed
something extremely surprising and disturbing.
",,Marisa,Endings,Th12
"
","""Th-that little toy is moving!""
",,Marisa,Endings,Th12
"
","The snake moved suddenly as if it had come back to life, and then
headed to the window as if to escape!
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Dumbfounded, Marisa thought that perhaps the snake was the
treasure and not the piece of wood and started chasing it.
",,Marisa,Endings,Th12
"
","The snake was rather quick and made it to the window in the blink of an eye.
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Then it suddenly changed shape into a bird and disappeared into
the night sky. Marisa watched it, dumbstruck.
",,Marisa,Endings,Th12
"
","""I-I'll have to thoroughly investigate this, whatever it is!""
",,Marisa,Endings,Th12
"
","<c$Ending No.04 — Continued in the Extra Stage.$>
",,Marisa,Endings,Th12
"
","<c$Congratulations, all clear! Just as I'd expected!$>
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Hokkai, a part of Makai.
",,Marisa,Endings,Th12
"
","Marisa was caught by Byakuren, and was unable to return home.
",,Marisa,Endings,Th12
"
","At first, she was happy about it, but...
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""This is so boring, I'm gonna die.
",,Marisa,Endings,Th12
"
 　

","I'm sick of being in a world with nothing in it.
",,Marisa,Endings,Th12
"
 　

","I just wanna go home soon...""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Youkai quietly went on with their lives all around her.
",,Marisa,Endings,Th12
"
","A world without any conflict was like Hell for Marisa.
",,Marisa,Endings,Th12
"
","　
",,Marisa,Endings,Th12
"
","<c$Ending No.09 — She's too young to be able to enjoy boredom.$>
",,Marisa,Endings,Th12
"
","<c$Go for a one-credit clear!$>
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Hokkai, a part of Makai.
",,Marisa,Endings,Th12
"
","Marisa was caught by Byakuren, and was unable to return home.
",,Marisa,Endings,Th12
"
","At first, she was happy about it, but...
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
Marisa　

","""There's no point in getting all this treasure
if I can't even get back home.
",,Marisa,Endings,Th12
"
 　

","There's no way for me to study it here.""
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","Marisa's mistake had been not realizing her escape route had
been cut off while she was distracted by treasure.
",,Marisa,Endings,Th12
"
","She decided to focus on how to get back home for now.
",,Marisa,Endings,Th12
"
","<c$Ending No.10 — Others will tire of your caution.$>(Literally ""Strike a stone bridge and have somebody else cross it"", a twist on the usual Japanese proverb 石橋をたたいて渡る (literally ""Strike a stone bridge before crossing it"") about being overly cautious.)
",,Marisa,Endings,Th12
"
","<c$Go for a one-credit clear!$>
",,Marisa,Endings,Th12
"
","
",,Marisa,Endings,Th12
"
","
春の湊に船の影

","
A Ship's Shadow at the Harbor of Spring

",Sanae_A,Scenario,Undefined_Fantastic_Object
"
","
残雪の道

","
The Road of Lingering Snow

",Sanae_A,Scenario,Undefined_Fantastic_Object
"
","
BGM: 春の湊に

","
BGM: At the Harbor of Spring

",Sanae_A,Scenario,Undefined_Fantastic_Object
"
","
Nazrin ENTERS

",,Sanae_A,Scenario,Undefined_Fantastic_Object
"
","
Nazrin LEAVES

",,Sanae_A,Scenario,Undefined_Fantastic_Object
"
Sanae

","
空飛ぶ船を追っかけても
埒が明かないですねぇ
何か、妖精達の中に変な妖精が居ましたが
それが何を意味しているのか……

","
Nothing's going to be solved
by me chasing this flying ship...
I think I saw some weird fairy earlier,
I wonder if that had any special meaning...?

",Sanae_A,Scenario,Undefined_Fantastic_Object
"
","
Nazrin ENTERS

",,Sanae_A,Scenario,Undefined_Fantastic_Object
"
???

","
この辺に宝の反応が……

","
There was a reaction from the treasure around here......

",Sanae_A,Scenario,Undefined_Fantastic_Object
"
Sanae

","
きゃっ
吃驚した、さっきのネズミですか

","
Eek!
You scared me. Are you that mouse from before?

",Sanae_A,Scenario,Undefined_Fantastic_Object
"
","
ダウザーの小さな大将
ナズーリン

","
The Dowser Little General
Nazrin

",Sanae_A,Scenario,Undefined_Fantastic_Object
