character,jp_dialogue,en_dialogue,route,act,game
<fix123>Futo<fix123><fix123>,<fix123>ほう<fix123>なる程<fix123>つまりお前は完全に復活する為の<fix123>試験相手だというのだな？<fix123><fix123>,"<fix123>Hm.<fix123>I see.<fix123>Art thou the final trial I must conquer, that I may<fix123>be resurrected in full?<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>何でそうなるのよ<fix123>死者はみんな頭悪いわね<fix123><fix123>,<fix123>How did it end up like this?<fix123>You dead people are all morons.<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>BGM: 大神神話伝<fix123><fix123>,<fix123>BGM: Omiwa Legend<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>良いだろう！<fix123>お前を倒して完全に復活しようさ<fix123>すれば太子様も降臨出来よう<fix123>おぬしには怨みはないが<fix123>物部の秘術と道教の融合<fix123>お前で試させて貰おう！<fix123><fix123>,"<fix123>Very well!<fix123>I shall vanquish thee, and so return to the world of the living in full.<fix123>Then, the Crown Prince shall rise anew.<fix123>Know that I harbor for thee no malice in mine heart.<fix123>Now, prepare thyself, for I shall demonstrate the fusion of the<fix123>secret art of the Mononobe and the way of the Tao upon thee!<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Mononobe no Futo DEFEATED<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>な、なんだと<fix123>おぬしの強さは一体……<fix123><fix123>,"<fix123>Wh-what madness is this...?<fix123>Truly, thine strength is...<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>これで終わり？<fix123>大したことなかったわね<fix123><fix123>,<fix123>Is it over?<fix123>That wasn't really that great.<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>こんなにあっさり<fix123>負けてしまうとは<fix123>我はなんの為に千四百年も<fix123>眠っていたのだろうか<fix123><fix123>,<fix123>To have suffered so sound a defeat...<fix123>To what ends hath I slept for these<fix123>fourteen-hundred years hence...?<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>何で眠っていたのに<fix123>年数が判るのかしら？<fix123><fix123>,<fix123>How did you keep track of time<fix123>while you were sleeping?<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>む、周りを漂っているのは……<fix123>低俗霊か！？<fix123>これはもしや……<fix123>太子様が復活なされているのだな！<fix123>こうしてはおられまい<fix123>失礼するぞ<fix123>良い闘いだった<fix123>感謝するぞ！<fix123><fix123>,"<fix123>Hmm, these shades that doth linger about thee are...<fix123>Vulgar spirits?!<fix123>Mayhap...?<fix123>The Crown Prince hath been resurrected!<fix123>I cannot remain here like this.<fix123>Excuse me, if thou wouldst.<fix123>'Twas a rousing battle.<fix123>Thou hast mine gratitude!<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Mononobe no Futo LEAVES<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>あ<fix123>一人で盛り上がって<fix123>去って行っちゃった<fix123>それにしても何が良い闘い、よ<fix123>負けたくせに<fix123><fix123>,"<fix123>Ah.<fix123>She got all excited<fix123>and left on her own.<fix123>Anyway, what's with that ""'twas a rousing battle"" stuff?<fix123>She lost.<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>,<fix123>和を以て貴しと為す<fix123><fix123>,<fix123>Hold Harmony Sacred<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>神霊廟<fix123><fix123>,<fix123>The Divine Spirit Mausoleum<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>大量に集まった神霊はまるで星空のようだった<fix123>静かにその者の声が発せられるのを待っていた<fix123><fix123>,<fix123>The massive quantity of gathered divine spirits resembled a starry sky.<fix123>They silently wait for the one to give her voice.<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>BGM: 小さな欲望の星空<fix123><fix123>,<fix123>BGM: Starry Sky of Small Desires<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>神霊が集まりすぎて<fix123>星空みたいだわ<fix123>何というか……<fix123>余り禍々しい様子じゃないわね<fix123>私が間違っていたのかしら？<fix123><fix123>,"<fix123>There's so many divine spirits gathering,<fix123>it's like a starry sky...<fix123>Somehow...<fix123>...this place doesn't feel very sinister at all.<fix123>Was I mistaken?<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>???<fix123><fix123>,<fix123>君の行動は全て見させて頂いたわ<fix123><fix123>,<fix123>I have observed all of your actions.<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Toyosatomimi no Miko ENTERS<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>???<fix123><fix123>,<fix123>素晴らしい人間ですね<fix123>君からも学ぶ物があります<fix123>いや、学ぶ物がない人間なんて<fix123>居なかったかしら……<fix123><fix123>,"<fix123>You are truly a wonderful human.<fix123>I have much to learn from you.<fix123>Well, there's nobody who doesn't have something<fix123>they could learn, I suppose...<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>いつから見ていたの？<fix123><fix123>,<fix123>How long have you been watching me?<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>???<fix123><fix123>,<fix123>君が生まれる前から<fix123>遡って見させて頂きました<fix123><fix123>,<fix123>I have looked back to before you were born<fix123>to watch you.<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>ん？<fix123><fix123>,<fix123>Hm?<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>???<fix123><fix123>,<fix123>君は妖怪退治を生業としていますが<fix123>妖怪に与 (くみ) するものにも見えます<fix123>私の復活を拒もうとした妖怪僧侶達の<fix123>仲間ではないのでしょうか？<fix123><fix123>,"<fix123>I have seen your occupation as a youkai exterminator,<fix123>but I have also seen your camaraderie with youkai.<fix123>You are friends with the youkai monks who aimed<fix123>to deny my resurrection, are you not?<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>白蓮のこと？<fix123>あんなの商売敵よ（宗教的な意味で）<fix123>それより、過去から遡って見たって<fix123>どういうこと？<fix123><fix123>,"<fix123>You mean Byakuren?<fix123>She's just a business rival. (In a religious sense.)<fix123>Anyway, what was that about looking<fix123>into the past?<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>,<fix123>聖徳道士<fix123>豊聡耳 神子<fix123><fix123>,<fix123>Shoutoku Taoist<fix123>Toyosatomimi no Miko<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Miko<fix123><fix123>,<fix123>私は生前、十人の言葉を同時に<fix123>理解する事が出来ました<fix123>長き眠りで信仰の力を得た今では<fix123>人間の欲を聴く事も出来ます<fix123>欲は人間の本質を語ります<fix123>十の欲を理解すれば<fix123>人間の全てが判るというもの<fix123>それこそ過去も今も<fix123>そして未来も……<fix123>次に君はこう言うでしょう――<fix123><fix123>,"<fix123>While I was alive, I had the ability to understand<fix123>ten people's words simultaneously.<fix123>During my long sleep, I acquired the power of faith, and now,<fix123>I can hear humans' desires.<fix123>Desire tells of a human's true character.<fix123>To understand the ten desires of a human<fix123>is to know them fully.<fix123>In the past, the present...<fix123>And the future...<fix123>Your next line is...[3]<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>いやいや、ちょっと待って！<fix123>私にも喋らせてよ！<fix123>折角ここまで来たんだから！<fix123><fix123>,"<fix123>Hey, hey, wait a minute!<fix123>Give me a chance to talk, too!<fix123>I've come all this way, you know!<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>,<fix123>BGM: 聖徳伝説　～　True Administrator<fix123><fix123>,<fix123>BGM: Shoutoku Legend ~ True Administrator<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Miko<fix123><fix123>,<fix123>――その必要は無い<fix123>何故なら、君の行動は<fix123>筒抜けだからね<fix123>そう、君は私に牙を剥くでしょう<fix123>特に理由も無く<fix123><fix123>,"<fix123>There is no need for that.<fix123>Because I have already seen through<fix123>all of your actions.<fix123>That's right, you will now bare your fangs at me.<fix123>Without any reason to do so.<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>Reimu<fix123><fix123>,<fix123>その通りよ<fix123>特に理由は無いけども！<fix123><fix123>,<fix123>That's right.<fix123>Without any reason to do so!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Miko<fix123><fix123>,<fix123>人間が私の存在を否定し、<fix123>伝説となる時を待っていたわ！<fix123>さあ私を倒して見せよ<fix123>そして私は生ける伝説となる！<fix123><fix123>,"<fix123>This era, when humans deny my existence<fix123>and I have become legend, is what I was waiting for!<fix123>Now, attempt to defeat me!<fix123>And I shall become a living legend!<fix123><fix123>",Reimu,Scenario,Ten_Desires
<fix123>,"<fix123>During Spell Card 87, 88, 89 or 90<fix123><fix123>",,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Soga no Tojiko & Mononobe no Futo ENTER<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>Tojiko<fix123><fix123>,<fix123>やってやんよ！<fix123><fix123>,<fix123>Have at it!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>われにおまかせを！<fix123><fix123>,<fix123>Please let me handle this!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Tojiko<fix123><fix123>,<fix123>おろかものめが！<fix123><fix123>,<fix123>You damn fool!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>はなしにもならぬわ！<fix123><fix123>,<fix123>Your pathetic power isn't worth talking about!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Tojiko<fix123><fix123>,<fix123>やれやれ<fix123><fix123>,<fix123>Good grief!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>まだまだぁ！<fix123><fix123>,<fix123>You haven't won yet!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Tojiko<fix123><fix123>,<fix123>またですか？<fix123><fix123>,<fix123>Once again?<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>Futo<fix123><fix123>,<fix123>もういいでしょ？<fix123><fix123>,<fix123>Haven't we done enough?<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Soga no Tojiko & Mononobe no Futo LEAVE<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>,"<fix123>After Spell Card 87, 88, 89 or 90<fix123><fix123>",,Reimu,Scenario,Ten_Desires
<fix123>Miko<fix123><fix123>,<fix123>たわむれはおわりじゃ！<fix123><fix123>,<fix123>Enough playing around!<fix123><fix123>,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Toyosatomimi no Miko DEFEATED<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>If player has continued<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Ending　No. 09<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>If player has not continued<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Ending　No. 01<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>,"<fix123>If player has not continued, has 3 bombs or above, played in Normal difficulty or above and cleared Ending No. 1<fix123><fix123>",,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>Ending　No. 02<fix123><fix123>,,Reimu,Scenario,Ten_Desires
<fix123>,<fix123>未確認飛行幻想物体<fix123><fix123>,<fix123>Unidentified Flying Fantastic Object<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>夜の空<fix123><fix123>,<fix123>The Night Sky<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>BGM: 夜空のユーフォーロマンス<fix123><fix123>,<fix123>BGM: UFO Romance in the Night Sky<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>Kogasa Tatara ENTERS<fix123><fix123>,,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Kogasa<fix123><fix123>,<fix123>うらめしやー！<fix123>この間は失敗したわ<fix123>人間を驚かすには、やっぱり夜じゃないとね！<fix123><fix123>,<fix123>Booo!<fix123>I messed up last time.<fix123>You have to wait until night to surprise humans!<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>Kogasa Tatara DEFEATED<fix123><fix123>,,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>うーん、さっきまで鳥の形をしていたのに<fix123>今は空飛ぶ獣……<fix123>なんなのかしら？<fix123>あの生き物は<fix123>ＵＦＯに乗っていたんだから、まず間違い無く<fix123>エイリアンだと思うけど<fix123>……<fix123>何か聞こえる……<fix123>鳥の様な、獣の様な、赤ん坊の様な……<fix123>叫び声の様な、笑い声の様な<fix123><fix123>,"<fix123>Hmmm, it was a bird until just now,<fix123>but now it's a flying monster......<fix123>What on earth<fix123>is this creature, anyway?<fix123>It was riding in a UFO, so I think it's got to be<fix123>some kind of alien, but...<fix123>......<fix123>I can hear something......<fix123>It sounds like a bird, or a monster, or a baby......<fix123>Or a screaming voice, or laughter...<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>??? ENTERS<fix123><fix123>,,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>???<fix123><fix123>,<fix123>聖救出、おめでとう！<fix123>まさか、飛倉が妖怪退治を専門とする<fix123>人間の手によって集まるなんてね<fix123><fix123>,<fix123>Congratulations on rescuing Hijiri!<fix123>I never thought a human specializing in youkai hunting<fix123>would be the one to find the fragments of the Flying Storehouse.<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>あ、謎の発光物体発見！<fix123>貴方が、ＵＦＯに乗っていたエイリアンね！<fix123><fix123>,"<fix123>Oh, I found the mysterious shining thing!<fix123>You're the alien that was riding in the UFO, right!?<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>残念でした<fix123><fix123>,"<fix123>Sorry, but...<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>Nue Houjuu TRANSFORMS<fix123><fix123>,,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>未確認幻想飛行少女<fix123>封獣　ぬえ<fix123><fix123>,<fix123>The Unidentified Fantastic Flying Girl<fix123>Nue Houjuu<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>私は鵺、正体不明がウリの妖怪よ<fix123><fix123>,"<fix123>I'm a nue, the youkai best known as being mysterious.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>あれ、そういえば日本語だわ<fix123><fix123>,"<fix123>Oh? Hm, you're speaking Japanese, too.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>エイリアンじゃ無いですから<fix123>それとも何かしら？<fix123>私より、エイリアンの方が怖いとでも？<fix123><fix123>,"<fix123>Yes, because I'm not an alien.<fix123>But, what are you saying?<fix123>Are aliens scarier than I am?<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>貴方、誰です？<fix123><fix123>,<fix123>Who are you?<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>だから鵺だって<fix123><fix123>,"<fix123>Look, I told you, I'm a nue.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>ぬえ……？<fix123>どっかで聞いた事がある様な<fix123><fix123>,<fix123>Nue......?<fix123>I think I've heard that word before...<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>あら、有名じゃなかったのね、私<fix123><fix123>,<fix123>What? I know I used to be famous.<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>まあ、宇宙人じゃなければ退治するだけです<fix123>って、ＵＦＯは何だったのかしら？<fix123><fix123>,"<fix123>Well, if you're not an alien, I guess I'll just have to beat you.<fix123>Wait, so what was the UFO, then?<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>ＵＦＯは、貴方の知識が生んだ想像の産物よ<fix123><fix123>,<fix123>The UFO was an impression born from your own experience.<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>へ？<fix123>でも、沢山見たわよ？<fix123>確かに円盤形ＵＦＯでした<fix123>古典的な<fix123><fix123>,"<fix123>Huh?<fix123>But, I saw lots of them.<fix123>It was definitely a flying saucer.<fix123>The old-fashioned kind.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>古典的なのは貴方の心<fix123>しかし、古典的な人間なのに私を<fix123>知らないなんて……残念ね<fix123><fix123>,<fix123>Your heart is what's old-fashioned.<fix123>But why wouldn't an old-fashioned person<fix123>know about me? That's too bad...<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>まあ良いです<fix123>妖怪なら退治しないとね！<fix123><fix123>,"<fix123>Well, whatever.<fix123>If you're a youkai, I have to beat you!<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>BGM: 平安のエイリアン<fix123><fix123>,<fix123>BGM: Heian Alien<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>私の正体を知らないのは有難いわね<fix123>でも、怖がってくれないと私の心は餓える<fix123><fix123>,"<fix123>I'm glad you don't know my true nature.<fix123>But, if you're not afraid, my heart will dry up.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>もう妖怪には驚きません！<fix123><fix123>,<fix123>I won't be surprised by any more youkai!<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>妖怪の恐怖を忘れた人間よ！<fix123>正体不明の飛行物体に怯えて死ね！！<fix123><fix123>,"<fix123>So, you human who's forgotten the fear of youkai!<fix123>Die from the terror of this unidentified flying object!!<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>Nue Houjuu DEFEATED<fix123><fix123>,,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>ま、まさか、幾ら長い間眠っていたからといって<fix123>こんな小娘にやられるとは……<fix123><fix123>,"<fix123>I-I can't believe I've been beaten by such a young girl, even if I've been asleep for so long......<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>だから、もう妖怪には負けませんよ！<fix123><fix123>,"<fix123>I told you, I won't lose to any more youkai!<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>私も焼きが回ったかねぇ<fix123>地上の人間はもう夜を恐れないのかな<fix123>仕様が無い、煮るなり焼くなり好きにするがいい<fix123><fix123>,"<fix123>I see I've lost my touch.<fix123>Are the humans above ground no longer afraid of the night?<fix123>Oh well, do whatever horrible thing you please.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>って、別に煮たり焼いたりする目的があって<fix123>戦った訳じゃないんですけどね<fix123>あのＵＦＯは何だったのか<fix123>何故、白蓮さん達にはＵＦＯに見えなかったのか<fix123>そういう事を調べようと思っていただけで<fix123><fix123>,"<fix123>Well, it's not like I fought you because I wanted<fix123>to do something horrible to you.<fix123>What was that UFO, anyway?<fix123>Why didn't it look like a UFO to Byakuren?<fix123>I just wanted to get the answer to those questions.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>ふん、私は正体不明の妖怪<fix123>正体不明のタネを飛倉に仕掛けたのよ<fix123>そのタネは、見る者の頭の中で理解できる物へ<fix123>変換して見せる力がある<fix123>貴方は、正体不明の浮遊物をＵＦＯと認識した<fix123>から、ＵＦＯに見えた<fix123>飛倉が飛ぶ事を知っている者達には、飛倉の<fix123>破片に見えるって訳<fix123><fix123>,"<fix123>Well, I'm a youkai whose true form is unknown.<fix123>I put the Seed of Unknown Form on the fragments of the Flying Storehouse.<fix123>That seed has the power to change form into<fix123>whatever is in the head of the person looking at it.<fix123>Since you thought something unknown floating in the sky<fix123>had to be a UFO, you saw a UFO.<fix123>To people who knew of the Flying Storehouse,<fix123>they saw its fragments.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>じゃあ、ＵＦＯは頭の中の映像って事？<fix123>で、何でそんな事したのかしら？<fix123><fix123>,"<fix123>So, the UFO was really only in my head?<fix123>Why did you do that, then?<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>ムラサ達の邪魔にもなるし、人間も<fix123>怖がらせる事が出来る、予定だった<fix123>でも、貴方は怖がってくれなかった<fix123>それに、貴方の力で結局ムラサ達の手助けを<fix123>した形になってしまった<fix123><fix123>,"<fix123>Well, I thought it would get in Murasa's way,<fix123>and it would make the humans scared.<fix123>But it looks like you weren't scared at all.<fix123>And on top of that, it looks like<fix123>it made you help out Murasa's group.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>ＵＦＯは人類の憧れですよ？<fix123>怖い訳が無いじゃないですか<fix123><fix123>,"<fix123>Well, humans love UFOs, you know?<fix123>There's no way we'd be scared of them.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>今の人間は、正体不明な飛行物体を<fix123>恐れないのね<fix123><fix123>,<fix123>So humans aren't afraid of<fix123>unidentified flying objects these days?<fix123><fix123>,Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>ええ、古い傘が飛んでいても驚かない<fix123>時代ですから<fix123><fix123>,"<fix123>That's right, this is an age where<fix123>an old flying umbrella won't scare people.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>仕様が無い、こうなったら正体を明かして<fix123>暴れた方が怖がるかも知れないな<fix123><fix123>,"<fix123>Oh well, in that case maybe it would be scarier if<fix123>I just went on a rampage in my true form.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>Sanae<fix123><fix123>,<fix123>あ、その時は本格的に退治しますよ？<fix123><fix123>,"<fix123>Ah, but then I'll have to exterminate you for real.<fix123><fix123>",Sanae_A,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>未確認飛行幻想物体<fix123><fix123>,<fix123>Unidentified Flying Fantastic Object<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>夜の空<fix123><fix123>,<fix123>The Night Sky<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>BGM: 夜空のユーフォーロマンス<fix123><fix123>,<fix123>BGM: UFO Romance in the Night Sky<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>Kogasa Tatara ENTERS<fix123><fix123>,,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>Kogasa<fix123><fix123>,<fix123>うらめしやー！<fix123>この間は失敗したわ<fix123>人間を驚かすには、やっぱり夜じゃないとね！<fix123><fix123>,<fix123>Booo!<fix123>I messed up last time.<fix123>You have to wait until night to surprise humans!<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>Kogasa Tatara DEFEATED<fix123><fix123>,,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>Marisa<fix123><fix123>,<fix123>何処に消えた？<fix123>あんな小さな生き物を追うのは無理があったか<fix123>ま、この辺はＵＦＯ多発地帯だし<fix123>いざとなればまたこじ開ければ良いか<fix123>ん？<fix123>なんだ、この不気味な鳴き声は……<fix123>鳥……じゃないな、獣でもない<fix123>なんだ？<fix123><fix123>,"<fix123>Where did it disappear to?<fix123>Maybe it was hopeless trying to chase something that small.<fix123>Well, there's a lot of UFOs around here.<fix123>I guess I can always break open some more.<fix123>Huh?<fix123>What's that weird sound......<fix123>A bird... no, some kind of monster?<fix123>What is it?<fix123><fix123>",Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>??? ENTERS<fix123><fix123>,,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>???<fix123><fix123>,<fix123>聖救出、おめでとう！<fix123>まさか、飛倉が妖怪退治を専門とする<fix123>人間の手によって集まるなんてね<fix123><fix123>,<fix123>Congratulations on rescuing Hijiri!<fix123>I never thought a human specializing in youkai hunting would<fix123>be the one to find the fragments of the Flying Storehouse.<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>Marisa<fix123><fix123>,<fix123>お前は……船の中でも魔界でも現れたな<fix123>その正体が判らない飛行妖怪<fix123>そういう妖怪をなんていうか知ってるか？<fix123>鵺的妖怪って言うんだぜ？<fix123><fix123>,"<fix123>You... you showed up in the ship, and in Makai.<fix123>Hm, a flying youkai of unknown nature...<fix123>Do I know of any youkai like that?<fix123>I guess that'd make you something like a nue?<fix123><fix123>",Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>Nue Houjuu TRANSFORMS<fix123><fix123>,,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>,<fix123>未確認幻想飛行少女<fix123>封獣　ぬえ<fix123><fix123>,<fix123>The Unidentified Fantastic Flying Girl<fix123>Nue Houjuu<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>ご名答<fix123>いや、魔界まで行ってあの僧侶を助けた<fix123>かと思ったら<fix123>まさか、有りもしない幻のＵＦＯをこじ開けて<fix123>私を追ってくるなんて驚いたわ<fix123><fix123>,"<fix123>Correct.<fix123>Still, even if you went all the way to Makai<fix123>to save that monk,<fix123>I'm surprised you'd break open one of those<fix123>imaginary UFOs and come chasing after me.<fix123><fix123>",Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>Marisa<fix123><fix123>,<fix123>お、おお？<fix123>本当に鵺なのか<fix123><fix123>,"<fix123>Oh, ohhh?<fix123>You're really a nue?<fix123><fix123>",Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>Nue<fix123><fix123>,<fix123>貴方は面白い人間ね<fix123>正体不明な物が怖くないのかしら？<fix123><fix123>,<fix123>You're an interesting human.<fix123>You're not afraid of things you don't understand?<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
<fix123>Marisa<fix123><fix123>,<fix123>怖く？<fix123>正体不明の物を見つけたらワクワク<fix123>するじゃないか<fix123><fix123>,<fix123>Afraid?<fix123>I'd be excited to find something<fix123>I didn't know anything about.<fix123><fix123>,Marisa_B,Extra,Undefined_Fantastic_Object
