"CHARACTER","EN_DIALOGUE","ROUTE","ACT","GAME"
"Keine","
...oh well.
If you're going to say that, I won't let you take it back.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Keine","
Tonight, I'll make an imperial feast out of your history!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Myself aside, this one's history would amount

to some light snacks at best.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Shut up.
Even then, that means every day is tea and snacks for me.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Now, restore the Human Village!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Who knows. Shall we take her down, first of all?
The culprit should be here somewhere.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
What, are you youkai?
You shouldn't have been able to find your way here, though.
Nothing to worry about.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Hey, I'm still human.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Humans are even less worrisome.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Why would you be worried, I wonder?
All this is your mischief.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Mischief?
Nnn, you mean sealing up the earth?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Maybe?
I don't quite get it, though.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
We mean the full moon.
I don't quite get it either, though.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Ah, you're talking about the moon?
That's my master Eirin's most powerful spell.
It makes this Earth into a giant, sealed chamber.
Do you get it now?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
There's no way we get it.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Mm-mm.
Humans can't understand with an explanation like that.
Also, about that full moon-erasing spell.
It's hardly my most powerful one.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Reimu.
She's the culprit. I can smell it.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Is she?
My intuition is, sort of...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Now, return this distorted moon
to normal!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
...It's still too early for that.
There's no way I can undo this spell yet.
Udonge.
Conflict and insanity are all your job, correct?
I'll leave this to you.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Leave it to me.
I won't let a single one of those closed doors be opened.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Running won't stop us. We'll get her anyway
after taking you down.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Looks like it. It also looks like taking you down
won't bring back the full moon, either.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Hmph. I haven't had anyone to fight with lately,
so this is just about perfect.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
I'll show you two everything
of the moon's insanity!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
The moon's insanity?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
It's my hypnosis, that drove the humans who came to the moon insane.
Those humans were weak.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
This person. She seems dangerous.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Looks like nothing we say will get through to her.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
But that distorted moon is so dangerous...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
It's not really harmful to humans.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Ahh? I don't know what's happening, but
a never-ending night has harmful written all over it.
Youkai eat humans during the night.
If the night keeps going, the youkai will stuff themselves until they drop dead.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
There's no way we'd do that.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Gotta exterminate them before they drop dead.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Ah, running away?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Now, let's chase her to the ends of the earth.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Oh, if it isn't Reimu!
What's up?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
There's such a thing as too barefaced of a lie.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
That last one was for Yukari.
This one's for you!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Looks like we arrived at our destination while we were
chasing Marisa.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
You really are lucky.
I wish you could share that luck with my Ran, too.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Damnit.
What on earth are you two on about?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Thanks to you, we know who the culprit is.
You weren't useless.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Well, we haven't figured out the culprit.
But at any rate, they're in that mansion.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Well, I lost, so there ain't much I can do.
Time to head home an' sleep.
I hope it'll be morning when I wake up.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Sleep for all eternity.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Well, try not to catch a cold.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
You're too late.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
I've sealed all the doors.
You can't take the princess away now, can you?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Is she the culprit?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
Aah, what the heck are you?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Hey, put the village back!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
So persistent.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
You don't matter right now.
The Human Village was supposed to be here, right?
But there's nothing here now.
What happened to the humans and their houses and everything!?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
Nothing.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
What?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
I thought you were some foolishly-tasty humans, at long last.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Mystia","
Who exactly would you two be~?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Um, non-humans.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Mystia","
Non-humans?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Well, human or not, I'm fine either way.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Mystia","
My, that's rare. Seeing non-humans go along this road.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Speak Japanese.
This is Gensokyo.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
The moon drives people mad.
So, I wonder if you can remain in your right mind
while gazing into the eyes of this lunar rabbit?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Okay, now let's go chase that other one down.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
But which door did they enter?
There are so many, I can't tell.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
""That other one""... hey, don't just call my
master something like that.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
The culprit is down this way.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
We've got to capture her before she commits suicide.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
She wouldn't commit suicide, and don't call her a...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Shush, you rabbit.
Keep it up and we'll tear off your skin.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Okay, now let's go chase that other one down.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
But which door did they enter?
There are so many, I can't tell.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Yukari.
Look, that door over there...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Oh no!
I didn't finish sealing them in time.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Is the culprit in there?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
My intuition says so.
Let's go.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Ohh, my master will be mad at me...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Hahaha.
Good, so you're following me.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
This corridor is strange.
It can't possibly be this long.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
The outside's turned into some world I've never seen!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
It looks like that long corridor has ended now.
How about giving up soon?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Ahahaha.
My, aren't you two stupid.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Hey, she just said we were stupid.
It's because I let a shrine maiden do her things.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
You've got no room to say ""no need to hurry""
when you're the one who dragged me out here in a hurry.
You owe me big for this, so don't you forget it.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Look, there's nothing out here!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
The night's still only just begun.
No need to hurry.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
It'll be okay to put it back.
We weren't thinking anything of you and the humans here to begin with.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Keine","
Then, where are you trying to go?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
That way.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
This way.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Keine","
......
If you're after the ones behind the recent unusual moon,
they're that way.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
See, I was right, wasn't I!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Reimu, your finger is off from hers by 70 degrees.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
You're off by 110?
wait, she figured out what we're trying to do?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
It'd be more strange if she hadn't figured it out.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
Move and I'll shoot!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
I messed up.
I mean, shoot and I'll move. Right away.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
What?
Why are you in a place like this, Marisa?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Well, eh, I'm just hunting some troublesome youkai,

like usual.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Hey, what a coincidence.
I'm doing some troublesome youkai hunting too.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
What I'm saying is ""hunting troublesome youkai"".
In your case, it's troublesome ""youkai hunting,"" isn't it?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Not really.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
My, I wonder what you can do all by yourself
on a night like this.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Hunt troublesome youkai.
I'm already tired of staring at today's moon.
It's about time to make it be tomorrow.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
So, who's the troublesome youkai?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
You.
You messed with the boundary of night and day again, right?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
We're the ones who're stopping the night.
But now isn't the time for that!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Indeed.
Don't you have eyes on the back of your head?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Marisa","
Ahh?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Well, she probably doesn't.
That's how it is.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
We're not exactly sticking, but hold on.
It's not like I can just ignore a youkai that erased a whole village of humans.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Keine","
""Humans never settled here in the first place.""
All I did was make it look that way.
I'll protect the humans from this ill-omened night.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
You've been saying ""nothing here"" for a while now...
I'm here, aren't I!?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Don't worry about it...
I'll pay you back.
It's not like I'm you.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Wriggle","
Hey, hey, hey.
You've got some real nerve, brushing me off like this.
I hope you?re prepared to face the consequences!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Was that a pun?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Was it?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
That reminds me, I forgot something important
for an evening stroll. Back at the shrine.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Wriggle","
?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
I know what you're trying to say.
A mosquito coil, right?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Wriggle","
I'm a firefly!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Really, it's awful at night with all these bugs around.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Says the one who's only awake at night.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Yes, because nature thrives during the night.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
There've been lots of fireflies, lately...
Kinda makes me worry a little about the outside world.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
You understand, don't you?
It's not like you to worry, though.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
W-waaaait~!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
The morning will come soon.
After that, I'll return the full moon to you.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
My, aren't you a good listener?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
My spell is already complete.
It's impossible for anyone to take the princess from here.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
A princess?
We had no interest in a princess to begin with.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
We only want you to return the full moon.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Don't worry. When morning comes,

I'll give it right back.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
That's not good enough.
We came here to get the moon back

before the morning.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
You're so impatient.
But, look at the place we're in right now.

Do you know where this is?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
??

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
This place is between the false moon and the Earth.
That endless corridor just now
was a false passage that connects the two.
You two were fooled by an illusion that the false full moon
produced, and came here.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
And?
So what about it?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Do you have any method of returning home?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
I see.
Let's take care of that after beating you.
We're in no hurry.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
How can someone who was so perfectly deceived by my spell
think they can still oppose me? It's quite strange.
Well, I'm no demon myself.
Until morning, I'll play with you.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
I don't quite get it, but...
If we defeat her, it'll solve everything?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
See, that's why she called you stupid.
But you're exactly right.
Everything Reimu Hakurei says is entirely correct.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reisen","
Aah, if that's what you say, Lady Sagume,
that's just how it'll be.
By hook or by crook.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Sagume","
If you get it, then go already!
Now, on to the enemy's home base, the Sea of Tranquility!
Consider that an imperial order.
From the part of me that's a heavenly god...

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Well, I suppose.
I'm acting under orders too, though.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Ringo","
You've got it tough, too, huh?
Even on Earth, it's work, work, work.
And us rabbits' working conditions
haven't improved at all, either...

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Anyway, my mission
requires me to infiltrate the capital.
So would you mind
letting me use the passage?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Ringo","
Do you think I'm just going to say
'Yes, go right ahead'?
'Eliminate traitors' is written
in our work regulations, too.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Earth's environment is harsh, but
there's never a dull moment, so it's pretty fun.
Well, your home capital is what you make it, right?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Ringo","
Yeah, I want to live on Earth too...
And just forget about work and everything else.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Now, then, it's been a while, but
it's time for me to infiltrate the Lunar Capital.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Ringo","
Ah, right, let me give you one warning.
Right now, the Lunar Capital has started going crazy
thanks to a single lunatic.
Understand that there's nothing left
of the pure land of old.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Oho...

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
This is Kaian Passageway #4, I believe?
...It's been a while, so I've started to forget.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"???","
Ah, that's far enough.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Doremy","
I've been told
to not let you through here.
I have no grudge against you,
but I've got a job to do too.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
A... a baku?
This is ridiculous...
What's the most dangerous youkai in the Dream World(this place)
doing here in front of me?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Doremy","
I'm a little caught up in these events, too.
This much work is more of a matter of duty.
Now be a good girl, have a nice, long sleep,
and forget about everything.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Putting an enemy in a passageway
that only rabbits use...
It's obvious they're trying to
lure me, or somebody, in...

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Doremy","
As you know, the passageway
between Earth and the Lunar Capital is the mental world.
This is the Dream World!
Don't think you can stand against me, an eater and creator of dreams!

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Even if there's a nightmare waiting for me ahead,
I have no choice but to go on.
It's my job, after all.
I've got to do it.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Doremy","
I see...
I may just be here for form's sake, but
I've done my job, so that's enough.
That aside,
you're rather unusual for a rabbit.
Actually doing your job properly...
Perhaps you've got a sense of duty?

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
Well... maybe I'm still
a little crazy.
Even though this impure world ought to have
calmed the moon's madness down...

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Doremy","
No, this isn't the moon's madness.
What I feel from you is...
...if I had to say, I'd call it
earthliness...
Like those humans, who manage to come up with their own individuality
by embracing the dreams that others prepared for them.
In short, you've been tainted.
By this impure land.
Your impure self will see nothing but lunacy
in the Lunar Capital now.
Be even more careful than you need to.
Now, then, I wish you pleasant dreams.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Eirin","
Right now, all Earthlings will wander forever,
without ever reaching the moon.
And the people of the moon are just the same.
With this, none of the moon's people should be able to reach the Earth.
This is one of my greatest secret spells.
The Earth has become a gigantic sealed chamber.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
She's just like that rabbit from before.
There's so many lunatics in here.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
So, Yukari.
Let's beat her up quick, and head back to the Earth.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Oh, it looks like you want to play with me now.
I'm afraid I lack the power to play
forever, but...
Even so, I can play until morning.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
I wouldn't mind playing forever.
But, some other time...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Now, the dawn of Gensokyo is at hand!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
What are you playing at!?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
Eirin, I grant you one more chance with my power.
If you lose this time...
You there, human and youkai!
With the medicine made by my power, and Eirin's true strength,

you'll never forget this as long as you live!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Eirin","
Geez.
I told her not to let them come this way.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Reimu.
Do you understand what she just said?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Yeah. We're heading the right way, aren't we?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
The full moon, after so long...

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"???","
Yes, this is the true full moon, as seen from the Earth.
More importantly, a human and a youkai...
Some very strange guests have come today.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
You...
What exactly are you?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
I am Kaguya.
You should have offered your names first, though,
but I'll let it pass.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
It's childish to pass off something like that as an act of kindness.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
Who said I was doing that?
Recently, Eirin hasn't let me out of
the mansion at all.
So, these odd guests are most welcomed.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
The shot guests?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Don't talk like you're obsessed with danmaku.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
The human body houses a fragile, round soul.
What those humans live on is a huge, round orb below.
And, what the superior people live on...
Is that lunatic orb behind me.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
Well, it looks like what we'll be dodging

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
are some beautiful round bullets, as well.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
Don't steal people's lines.
My kindness has limits.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Look, we get where this speech is going without
you saying it, so it's fine.
We're shot guests, right?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
You two are just so impatient.
Even without hurrying, I'll show you...
The miasma of the true moon!
And, my beautiful impossible requests, as well!

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Yukari","
You've really got too much free time...
Were you just waiting for someone to play with?

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Kaguya","
Hey, don't be such a wet blanket~.
I've been hiding here up until now, so I didn't have
much chance to go out and play.
But, I'll make up for that today.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Well, it's fine, I guess.
It looks like the full moon's already restored and all.
All we have to do now is punish the culprit
and set things right for good.

","Reimu_and_Yukari","Scenario","Imperishable_Night"
"Reimu","
Hm, it's a good thing you ran into
me before you went up there.
You'll be beaten by the power of the ultimate shrine maiden,
which will stop your invasion plans.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Utsuho","
Lord Yatagarasu, the Black Sun.
Thank you for giving me your power.
The sunlight that rains down on the Earth
is a nuclear furnace that will create new atoms.
My ultimate nuclear fusion will burn up
every body, heart, phantom, and fairy!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Parsee","
I'm jealous of the light above ground.
I'm jealous of the gentle breezes.
I don't have anything against you, but
I can make up lots of reasons to attack you.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
What was her problem?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(She is a youkai of jealousy binding
this world to the next through her regrets.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
This world and the next?
Aren't there too many people who can go back and forth between
the two? Reapers, ghosts, and...

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(That's just because human death has a bewitching
effect on youkai.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
Hey, you're pretty good.
Dunno who you are, but they say
a rowdy welcome is best for a rowdy guest!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
I like you!
We'll have lots more fun, so
keep following until you can't take anymore!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
But I don't want to go drinking with you.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Geez!
Quit wandering around in front of me, you're in the way!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"???","
Oh, you're so cold.
And people from above almost never come down here.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(... Reimu, why don't we listen to what she has to say?)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
I don't even know what we're down here for.
You're after something, right, Yukari?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Just whose tail are you after, anyway?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
I don't know.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Oh, are you lost?
How did you wander all the way down here?
Did you wander into some hole that opened up?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Whatever!
I was forced to come down here!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Huh?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yukari","
(I promised not to let any youkai from above down here.)
(And then you all built a great city underground.)
(But, in return I believe you promised to make sure the
vengeful spirits underground would remain pacified.)

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Yuugi","
Yeah, we have a deal like that, but who are
you if you know about that?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Mmm.
I guess.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
Yes, she's thinking,
""Being down here is a pain, so I'll just beat everyone and go home.""

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Exactly.
We really don't need to talk, do we!?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
The geyser was probably caused by one of my pets
or one of the spirits in this mansion.
I don't mind looking into it, but...
You don't seem to be of a mind
to settle this peacefully.

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reimu","
Of course not.
Who would take a youkai at their word?

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
But, you trusted that oni...
And you're relying on that youkai from above.
I know everything you remember
about that youkai, too.
Now, arm your heart, and do battle
against your own feelings!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Satori","
Now, this is where it really begins!
Go and sleep with a trauma so frightful it will wake you up!

","Reimu_and_Yukari","Scenario","Subterranean_Animism"
"Reisen","
What is this!?
Why's everything frozen over like this?
And nobody's here...

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
"Reisen","
So the time has finally come.

","Reisen","Scenario","Legacy_of_Lunatic_Kingdom"
